Power Factor,Bearing Temp,Accel_X,Accel_Y,Accel_Z,Health_Class
0.8123620356542087,57.55448641942095,-0.252718363066603,-0.0006595125418931147,0.45999662197994073,1
0.9852142919229748,63.1404961562515,-0.33417580753719345,0.4934935450251885,-0.6309760088025769,1
0.9195981825434215,89.81831752415262,-0.6476921749942799,0.12533356131266626,-0.30672061126022765,3
0.8795975452591109,53.80030702419245,0.21453334020297588,-0.8333948337764072,0.3265612737156365,0
0.7468055921327309,90.875477936852,-0.04675167898274224,-0.6288395264328892,-0.03582131095104013,2
0.7467983561008608,36.1694101683684,0.7314019846480073,-0.5613436319381617,0.47714207726978763,2
0.7174250836504598,84.37589060460415,-0.9357808390358835,-0.4842714927103102,0.9224158024457194,3
0.9598528437324805,89.32833431383155,0.2877358551102527,0.13080678390100853,-0.766906624569605,3
0.8803345035229626,42.72723569861371,0.5258977570231222,0.007931559650786957,0.41913543279612187,2
0.9124217733388136,60.12425726605403,0.5189731383766141,-0.5936799232715821,-0.539311688735771,2
0.7061753482887407,41.584984226455894,0.7721479341910502,-0.8648903130886259,-0.1710465451848615,0
0.9909729556485982,79.46228902959524,0.45806748565898814,-0.6571355910505638,-0.9342745484097204,3
0.9497327922401265,67.47434376431598,0.8556201232953926,0.9687626252372066,-0.7281852354146021,0
0.7637017332034828,74.47263426958247,-0.3346868003582171,-0.06290610041705547,-0.36044542190220064,3
0.7545474901621302,43.75408768693478,0.006418833503086141,0.7346910094042249,-0.3160283894240301,3
0.7550213529560301,44.82221034366937,-0.9718406734342186,0.6975049333376866,0.7991704329241915,0
0.7912726728878613,32.904812785693444,-0.9860848253934176,0.023039114925747395,0.4836258185330302,1
0.8574269294896714,52.54472746370108,-0.5197467590969602,0.41337541692108704,0.9443659363740822,1
0.8295835055926347,69.18212629335724,-0.7983856057218295,-0.6144959791745754,0.19814302067048106,1
0.7873687420594125,90.05544397981302,-0.4795772641284928,0.3767934098538166,-0.5165725358173641,3
0.8835558684167139,76.68492132210764,-0.6459134109432052,-0.45523084147342097,-0.3446899401567143,0
0.7418481581956126,60.4777426379826,-0.9429599503227035,0.6641241935083015,-0.36032815341606583,1
0.7876433945605654,96.71840800758964,0.8186082928120988,-0.8325517337821802,-0.3470113446734968,2
0.8099085529881075,80.34716404030823,-0.983553737222217,0.546277345770555,0.34592834622363133,1
0.8368209952651108,95.1115642003785,0.4721642886741708,-0.8001261868627609,0.06161585618083243,0
0.935552788417904,66.9311581290516,-0.6957042261609669,0.7623784737886179,-0.22915164382671138,3
0.7599021346475079,48.123299235519774,0.8244592439992,-0.3915909637299926,-0.7018204625425668,0
0.8542703315240835,33.69786804553054,0.7855918791797716,0.3087867296611495,-0.9557216741157082,3
0.8777243706586128,80.82593960386953,0.30780229273851467,-0.024995442759440323,-0.5623306448246148,0
0.7139351238159993,38.491209860387386,0.3444682996012103,-0.26739370947532204,-0.7850571920626375,0
0.8822634555704315,51.1942589790377,-0.9893217160606229,0.2908836663669929,0.5708900617044788,2
0.7511572371061874,67.27296355187282,0.9697431322272041,0.8950459611024759,-0.7750040843722292,1
0.7195154778955838,69.50916114458234,0.7556652071516288,-0.9174605052507563,0.44845647461367233,1
0.984665661176,72.04082378909952,0.790212451460184,0.8377057117662086,-0.22868262044783472,0
0.9896896099223678,41.63787312447904,0.3184890741017439,0.21816331004202705,-0.853243220512448,1
0.9425192044349383,56.58161833751541,-0.31042614269092694,0.6146286015381046,0.6254600988631716,2
0.7913841307520112,73.20359589818767,0.7872972981809616,-0.23225009313144485,0.1592611404732267,0
0.7293016342019151,97.88732052436494,-0.4169661436976153,-0.05631405032477255,-0.5284769742728539,1
0.905269907953647,80.93417963897821,0.12542308668440572,0.737701503602328,0.7893623486653358,1
0.8320457481218804,94.58226299657704,-0.8005380553122352,-0.17030406038035384,-0.9094833722588971,3
0.7366114704534336,83.35484408199238,0.8439112602655003,0.06931913349816998,-0.5963607836044742,1
0.848553073033381,71.42018782246802,-0.7184590844575733,-0.9596101538313342,0.504093855611722,1
0.7103165563345655,43.44163583954412,-0.5502063885391855,-0.6828039883239154,0.4187558606197783,3
0.9727961206236346,76.66799563247591,0.11626831625642997,0.2833730159495995,-0.42145661255104394,0
0.777633994480005,73.63656961719349,0.5281860004259631,0.43395380212775425,-0.8759502492944338,0
0.8987566853061946,72.17284193200865,0.2387026118725979,0.16520187356899885,0.7161561444498876,2
0.7935133228268233,64.28501075917686,-0.5357321743996877,-0.7133799274487787,-0.37260472386019483,3
0.8560204063533432,67.0059622792493,-0.9981139149450193,-0.10918914284433034,-0.6085731701434696,0
