accel_x,accel_y,accel_z,temperature,cos_phi,class
-0.250919762305275,-0.21272895944511583,-0.252718363066603,49.98021462374321,0.8649991554949852,0
0.9014286128198323,-0.05312868124995718,-0.33417580753719345,64.80480635075565,0.5922559977993558,1
0.4639878836228102,0.7090947864043606,-0.6476921749942799,53.76000683937999,0.6733198471849431,1
0.1973169683940732,-0.3199912278802157,0.21453334020297588,24.99815498670778,0.8316403184289092,0
-0.687962719115127,0.7392993696243426,-0.04675167898274224,31.134814207013324,0.7410446722622399,3
-0.6880109593275947,-0.823731138046617,0.7314019846480073,33.15969104185515,0.8692855193174469,3
-0.8838327756636011,0.5535968744172615,-0.9357808390358835,35.47185521869069,0.9806039506114299,3
0.7323522915498704,0.6950952661094727,0.2877358551102527,53.92420351703026,0.5582733438575987,1
0.2022300234864176,-0.6363646943253225,0.5258977570231222,50.237946789523605,0.8547838581990305,1
0.416145155592091,-0.13930693525559912,0.5189731383766141,32.18960230185253,0.6151720778160572,3
-0.9588310114083951,-0.6690004506726888,0.7721479341910502,24.053290607341225,0.7072383637037847,3
0.9398197043239886,0.4132082579884355,0.45806748565898814,30.285932268483084,0.5164313628975699,3
0.6648852816008435,0.07069553612331347,0.8556201232953926,79.0628787571162,0.5679536911463494,3
-0.5753217786434477,0.27064669341664205,-0.3346868003582171,48.11281698748834,0.6598886445244498,3
-0.6363500655857988,-0.6070260660875777,0.006418833503086141,72.04073028212675,0.6709929026439925,3
-0.6331909802931324,-0.576508275895161,-0.9718406734342186,70.9251480001306,0.9497926082310479,3
-0.39151551408092455,-0.9170053489801873,-0.9860848253934176,50.69117344777242,0.8709064546332576,1
0.04951286326447568,-0.35586492960854055,-0.5197467590969602,62.40126250763261,0.9860914840935205,1
-0.13610996271576847,0.1194893226673499,-0.7983856057218295,31.565120624762738,0.7995357551676203,3
-0.4175417196039162,0.7158698279946576,-0.4795772641284928,61.303802295614496,0.620856866045659,1
0.22370578944475894,0.3338548949173614,-0.6459134109432052,36.343074755797375,0.6638275149608215,3
-0.7210122786959163,-0.12920735320049714,-0.9429599503227035,69.92372580524905,0.6599179616459836,3
-0.4157107029295637,0.9062402287882756,0.8186082928120988,25.023447986534595,0.6632471638316257,3
-0.2672763134126166,0.4384904011516637,-0.983553737222217,66.38832037311664,0.8364820865559078,3
-0.08786003156592814,0.8603304057251,0.4721642886741708,25.99621439411717,0.7654039640452082,3
0.5703519227860272,0.055175946544331333,-0.6957042261609669,72.87135421365853,0.6927120890433222,3
-0.6006524356832805,-0.4821914504137208,0.8244592439992,38.25227108810022,0.5745448843643584,3
0.02846887682722321,-0.894346627270556,0.7855918791797716,59.26360188983448,0.511069581471073,1
0.18482913772408494,0.452169702967701,0.30780229273851467,49.25013671721679,0.6094173387938463,3
-0.9070991745600046,-0.7573940039889318,0.3444682996012103,41.97818871574034,0.5537357019843406,3
0.21508970380287673,-0.39444974345606565,-0.9893217160606229,58.726509991009785,0.8927225154261197,1
-0.6589517526254169,0.06494181576779479,0.9697431322272041,76.85137883307428,0.5562489789069427,3
-0.869896814029441,0.12883317555949536,0.7556652071516288,22.476184842477313,0.862114118653418,3
0.8977710745066665,0.20116639397427205,0.790212451460184,75.13117135298626,0.6928293448880414,3
0.9312640661491187,-0.6674893393005987,0.3184890741017439,56.54489930126081,0.5366891948718879,1
0.6167946962329223,-0.2405251903567025,-0.31042614269092694,68.43885804614314,0.9063650247157928,3
-0.39077246165325863,0.2343884542339334,0.7872972981809616,43.032497206056654,0.7898152851183067,3
-0.8046557719872323,0.9396377292675695,-0.4169661436976153,48.31057849025682,0.6178807564317865,3
0.3684660530243138,0.45526227539937736,0.12542308668440572,72.13104510806984,0.947340587166334,3
-0.1196950125207974,0.8452075141879156,-0.8005380553122352,44.89087818858938,0.5226291569352757,3
-0.7559235303104423,0.5244241166283541,0.8439112602655003,52.0795740049451,0.6009098040988814,1
-0.00964617977745963,0.18343393778480088,-0.7184590844575733,21.211695385059976,0.8760234639029305,3
-0.9312229577695632,-0.6159532617273109,-0.5502063885391855,29.515880350282536,0.8546889651549445,3
0.8186408041575641,0.3333713037850261,0.11626831625642997,58.501190478487985,0.6446358468622391,1
